frame,<x>,<y>,<x^2>,<y^2>,msd,N,lagt
21,-4657.576570494147,-29390.862031417102,32221202905.243435,37839053609.04695,69921934191.45862,1208.2483299017758,1260.0
22,-5133.252398389612,-31032.086778278655,34570756391.83097,39953835257.34764,74524591649.1786,1044.825920913661,1320.0
23,-4241.314401664059,-30157.886342663467,35820463475.658264,41085949059.323944,76906412534.98222,877.8160532536949,1380.0000000000002
24,-4874.008464861379,-32906.74835677837,37784069560.78917,41414572808.08927,79198642368.87845,755.8028050720321,1440.0
25,-1704.4714854492854,-36651.34565544919,40461129531.58141,43416099986.67079,83877229518.2522,634.1380466762079,1500.0
26,3326.614419491884,-41632.92459626739,41798102738.96592,44519883293.6414,86317986032.60732,534.7930731191041,1560.0
27,9035.819884490991,-42732.16387904545,43049079503.61878,46879143897.68129,89928223401.30008,460.3820542424546,1619.9999999999998
28,3716.3156945915484,-59258.43289045061,42562352742.54035,47944348486.90958,90255293726.03479,395.9747528780758,1680.0
29,-2886.8848032094384,-64941.926168927675,43847599043.26941,51525315217.62827,95063261941.8688,335.9374996190128,1740.0
30,2229.6709629505604,-63820.18808723944,45821671783.09207,51373452192.87271,97195123975.96478,280.2814139246223,1800.0
31,-2744.498725388443,-71542.21133864447,48614770983.35363,54316841851.58552,102931612834.93916,233.14609441735467,1860.0
32,-8574.889079016759,-70800.60710669847,51856697607.84134,52767390777.40936,104624088385.25069,191.68873193173644,1919.9999999999998
33,-2872.736982603322,-68118.89263514508,54409299165.051956,53866602777.85383,107611632605.83275,173.53995228514583,1980.0000000000002
34,-1569.1302216853014,-69245.82166122149,57134073960.25807,60104353331.75628,116406949084.26956,149.34126886694798,2040.0000000000002
35,-16289.664893060104,-75682.94766572017,62583446691.04449,54315293899.61187,115899606055.69348,123.63485960127406,2100.0
36,-8379.56386619217,-67386.45106012432,62166016255.59654,55831046138.8024,117997062394.39894,108.78970734791417,2160.0
37,-11119.469850978676,-71046.17232579844,55304829082.343704,59938285356.84431,113887313092.8446,88.79998205657837,2220.0
38,-19706.929149522482,-59764.38057013792,52816940760.79546,55513491033.54929,108330431794.34476,76.5152637641203,2280.0000000000005
39,-16744.58795634378,-61104.73149150525,56735694471.316185,58801784380.16089,115537478851.4771,66.73668588271995,2339.9999999999995
40,-29427.89510411936,-63485.479606047425,48739815567.576126,56099073395.64383,104838888963.21994,54.39150577727177,2400.0
41,-26485.153206387782,-39366.72401373757,53190890249.92913,49436983420.29838,102627873670.22751,45.27776164834142,2460.0
42,-52488.81617498579,-53664.3900996669,58973874420.94011,52473825844.29629,111447700265.2364,35.84550277009444,2520.0
43,-57961.83600545096,-36644.67407736074,63499125574.89559,50249281782.929726,113748407357.82532,32.50972402232571,2580.0
44,-70844.21721664748,-41830.81301375447,53603915241.85905,55448201072.75129,109052116314.61034,27.22596385643781,2640.0
45,-59752.73440634071,-30339.128431960897,53458600291.476616,46670761533.5983,100129361825.0749,23.107164275292426,2700.0000000000005
46,-60337.57151386236,-38866.648792855354,54294882005.3281,48576981202.81858,102871863208.14668,21.726704823151305,2760.0
47,-54213.13571655096,-15163.318824813645,63489515208.42478,54068749184.42606,117558264392.85086,18.823941277816132,2820.0
48,-74222.07088414059,-56498.41227433104,78878565646.08286,53178025606.32533,132056591252.40819,14.714083888661147,2879.9999999999995
49,-85912.03583812484,-42961.90296750577,84195692732.58356,63969054979.95697,148164747712.5405,9.912723134838439,2940.0
50,8859.091361603663,-199047.09096812934,68720928368.26848,51770430683.04552,120491359051.31398,5.239648952177735,3000.0
51,57793.55293883962,-178696.56939444193,82670741229.4941,43903946179.474014,126574687408.96811,4.204457245142214,3060.0
52,-114829.57430225692,-170137.1594764621,23768329416.592953,46201815092.45065,69970144509.0436,3.1679915700526022,3120.0
53,-126393.24634112944,-90181.34067450461,31889667617.22747,10289656907.438566,42179324524.666046,2.170908091030261,3180.0
54,-128251.65377726314,-104356.10997750939,33747251738.355686,12769083199.017212,46516334937.3729,2.13756261145503,3240.0
55,-118672.1517129139,-99704.2335387739,35287291485.17665,11264069204.906994,46551360690.08366,2.104972266241325,3300.0000000000005
56,-114031.8805386867,-113747.71334985101,37249018912.50292,14490736115.937538,51739755028.44047,2.070155144666473,3360.0000000000005
57,-266547.3679140032,-105648.8895071182,73723211544.13507,16454343943.404827,90177555487.5399,1.0545282446237518,3420.0
58,-259279.64768766964,-100506.01005224138,73390362604.5928,14711256040.50324,88101618645.09604,1.0396794405122358,3480.0
59,-249281.28442578658,-102036.12787534545,72292025607.0244,13712263215.606049,86004288822.63045,1.02554784854571,3540.0
60,-242875.7650223896,-108046.04370956961,72587035211.72038,14358193893.128239,86945229104.84862,1.0120752898337304,3600.0
61,-233837.86821927715,-110381.6361276848,70171648061.04813,14230155702.415726,84401803763.46385,0.9992041493836572,3660.0
62,-218716.06090672375,-107483.29179683079,61521040782.23899,12923104456.497232,74444145238.73622,0.986873669368605,3720.0
63,-212887.13926151843,-100060.08345871567,52131385967.62941,11392919027.914623,63524304995.54404,0.9750123998265584,3780.0
64,-203339.15342172794,-97269.57209725678,45685494770.10604,12260728096.513052,57946222866.619095,0.9635200023896826,3840.0
65,-213528.41711268513,-107488.67592071246,48113481916.22333,14555391114.782516,62668873031.005844,0.9522135340067318,3900.0
66,-234697.27456153464,-133131.09775639325,55095410248.298584,18016522644.881653,73111932893.18024,0.9406143531879597,3960.0
67,-209806.6325823404,-152438.83958683163,44018823075.54118,23237599814.579784,67256422890.12096,0.9264705882352942,4020.0
