frame,<x>,<y>,<x^2>,<y^2>,msd,N,lagt
45,38947.827892913825,-53508.80448692032,51913748255.44136,67150188797.77577,119063937053.21712,33.396613636708025,2700.0000000000005
46,60475.90750427856,-32184.79236438064,48522076582.097115,64105148623.98129,112627225206.07838,26.31449345598665,2760.0
47,50719.419349516604,-40559.83264781077,51086161448.24765,66526528185.09342,117612689633.3411,24.888178244298615,2820.0
48,82198.34788318606,-4663.36867158532,52462060908.52499,65299590414.89388,117761651323.41887,20.58741615980094,2880.0
49,116412.31815943074,-49732.84365855552,43515675496.41231,57192838801.664536,100708514298.07684,15.49667383343072,2940.0
50,134263.9333018828,-38660.47429643518,50203827350.995155,60374036355.37291,110577863706.36807,13.3084961889699,3000.0
51,148252.8211520142,-24311.315936564883,58889267488.97967,57434763737.40308,116324031226.38275,11.169616053936304,3060.0
52,151384.2286819126,-30933.80771779029,61810774957.567184,58435261369.6745,120246036327.24168,10.977746826079915,3120.0
53,154124.27046027055,-22589.46027063669,66991917585.855515,61081815574.423065,128073733160.27858,9.865969640383968,3179.9999999999995
54,157655.37897811717,-32406.51542322717,72804515197.7744,70555316332.54607,143359831530.32047,8.741386584950794,3240.0
55,152511.241517536,-46720.760343828704,71462909793.76965,75610740445.82147,147073650239.59113,8.59847341296538,3300.0
56,99247.36156463677,-2175.102214130706,60460997167.50586,83569766955.15816,144030764122.66403,6.638709952413678,3359.9999999999995
57,93421.46594993508,-7184.333524404345,62678739948.80269,88242857187.90805,150921597136.71072,6.541161204878602,3419.9999999999995
58,89841.45442281607,-12382.098147088533,63360386785.42061,91754287849.49098,155114674634.9116,6.44810789853865,3480.0
59,87560.46472967784,-22926.35837722344,67684981096.03945,96661838938.28152,164346820034.32098,6.358659276962246,3540.0
60,85527.13629564605,-24172.488971234874,68408454485.46609,97699540534.39407,166107995019.86017,6.2699382758610405,3600.0
61,151116.51347157898,-17714.431120518522,65374455145.07262,116588595117.31166,181963050262.3843,5.26590835258797,3659.9999999999995
62,143122.42740914147,-13893.461910709646,62961818918.0976,118368651088.16498,181330470006.2626,5.198966402153237,3719.9999999999995
63,141731.56559367315,-12834.001357298852,63480492228.1132,122659625034.93703,186140117263.05023,5.13381120666132,3780.0000000000005
64,136769.72031356694,-10075.097458053555,64061299393.19209,124332436939.75914,188393736332.95123,5.067495304309145,3839.9999999999995
65,161755.5381260197,20239.29285992413,81788760475.58598,143545998966.86157,225334759442.44757,4.181785081468862,3900.0
66,145221.52413739625,17058.057914434365,100220949251.34512,196560092577.73413,296781041829.0792,3.1409594312863867,3960.000000000001
67,65221.27256944728,156251.42914163193,100758880870.68022,251359648047.25726,352118528917.9375,2.131334956770859,4020.0000000000005
68,66227.69083825058,152413.07576464344,105891252638.43413,253972430416.91284,359863683055.347,2.1076722351188906,4080.0
69,60297.51099192951,162021.21569948076,111387595069.10939,274468104227.28674,385855699296.3962,2.084738137453665,4140.0
70,48526.52849354731,159081.384637083,116014012937.96272,287090852776.2485,403104865714.2112,2.062260867049509,4200.0
71,35134.951164757265,156117.19519446298,119259473439.43457,299402352078.6186,418661825518.0532,2.039587684186059,4260.0
72,23760.667024591516,154975.7443859287,106166505814.81139,309473204272.2288,415639710087.0402,2.01398533007335,4319.999999999999
73,-281283.5027054511,-411064.98343265057,79120408892.23438,168974420547.5,248094829439.73438,1.0,4380.0
