frame,<x>,<y>,<x^2>,<y^2>,msd,N,lagt
57,-23495.81316022989,596932.3157098091,3224412886.768726,362089599875.80206,365314012762.5708,1.0545282446237518,3420.0
58,-11820.649096727164,616105.3101740362,6419810748.384079,384372642978.2382,390792453726.6223,1.0396794405122358,3480.0
59,3434.449545915756,627955.7887155724,10219387836.639275,397716076131.2152,407935463967.8545,1.02554784854571,3540.0
60,15396.327800898347,634956.0103159146,13890055733.37637,405825665528.6322,419715721262.00854,1.0120752898337304,3600.0
61,28837.3211536317,647335.9240766064,16441453863.815784,421009995143.93964,437451449007.75543,0.9992041493836572,3660.0
62,48399.82879487643,664420.6312061697,16225163544.82847,442790432679.3072,459015596224.1357,0.986873669368605,3720.0
63,59648.14767359756,686129.1780048419,10388822546.31198,472330975324.96173,482719797871.2737,0.9750123998265584,3780.0
64,73558.86408450641,702109.0039734412,10014689379.99974,496070947713.8696,506085637093.8694,0.9635200023896826,3840.0
65,68058.17841727535,706096.7440134846,7450193955.211002,501559785643.89484,509009979599.10583,0.9522135340067318,3900.0
66,51338.0799863562,693794.7568790829,2635691102.7452745,481621134880.03546,484256825982.7807,0.9406143531879597,3960.0
67,82362.15513180941,688612.2083683386,6783524597.95624,474186773513.9202,480970298111.87646,0.9264705882352942,4020.0
