frame,<x>,<y>,<x^2>,<y^2>,msd,N,lagt
38,-545.3598882676434,685212.4072009788,41428171000.732155,570343650665.0342,611771821665.7664,65.5090214318191,2280.0
39,6070.552491552789,695610.6243378964,42757595259.10573,590887514647.289,633645109906.3947,60.15272293610523,2340.0
40,11789.790348015777,710335.4714410468,42936552488.68984,615781897128.502,658718449617.1919,56.04689576182836,2400.0
41,19527.249660013847,744542.2873936681,43949606766.35186,661075915685.027,705025522451.3788,49.01959530760437,2460.0
42,19910.72551217207,770820.1264272996,47523906187.52987,675369216751.9196,722893122939.4495,38.455384319583445,2520.0
43,26179.14042948357,785437.5594419412,47068774307.20888,702363922968.5103,749432697275.7191,36.71758004953118,2580.000000000001
44,41080.57171233322,793697.554527006,42286906778.37186,720704371069.606,762991277847.9778,34.086676580173155,2640.0000000000005
45,40565.28749815975,811550.1736360824,43144851975.983986,751099573425.4531,794244425401.4371,33.396613636708025,2700.0000000000005
46,49108.93092164746,832506.9484788233,43737068439.85476,789580186359.7013,833317254799.5559,26.31449345598665,2760.0
47,38894.25314659708,841581.8849678391,46550084077.08775,807152092822.0922,853702176899.1799,24.888178244298615,2820.0
48,67989.20821827238,894053.8730612115,47281763629.66462,896176581198.431,943458344828.0956,20.58741615980094,2880.0
49,92915.29394697155,824214.506531978,42895513731.2886,743070854465.6602,785966368196.9487,15.49667383343072,2940.0
50,101113.40357216747,844361.8878999912,48695148231.075966,783103913655.5961,831799061886.6721,13.3084961889699,3000.0
51,116095.84790374129,875512.5562668664,57508144503.99663,833102607849.3962,890610752353.393,11.169616053936304,3060.0
52,118936.42409615355,888017.9334107595,61499737002.66045,857184408865.032,918684145867.6924,10.977746826079915,3120.0
53,124524.60312568383,939733.5886600139,68494086160.106064,940158982709.3568,1008653068869.4629,9.865969640383968,3179.9999999999995
54,139140.14584534563,971402.1986712263,74535772489.7673,1005945765243.3501,1080481537733.1174,8.741386584950794,3240.0
55,133541.23847043258,977482.9869727123,73522185343.05292,1020476983586.4211,1093999168929.4742,8.59847341296538,3300.0
56,77757.61903482009,1059688.7674464725,67128037034.6235,1179891610848.7683,1247019647883.3916,6.638709952413678,3359.9999999999995
57,72943.89954641993,1073751.1231158131,70786310314.62889,1211840673320.015,1282626983634.6438,6.541161204878602,3419.9999999999995
58,69639.21645864901,1087140.918305218,72678284981.49712,1241240261807.9902,1313918546789.4873,6.44810789853865,3480.0
59,68448.82632173836,1096520.3241985,79134895053.80481,1263784584194.6104,1342919479248.4153,6.358659276962246,3540.0
60,66064.43466257305,1115804.6813175632,81763725986.71117,1306787558054.1567,1388551284040.8682,6.2699382758610405,3600.0
61,152190.96003224826,1113894.610837985,64067902304.11454,1310839401948.0205,1374907304252.1353,5.26590835258797,3659.9999999999995
62,145573.65037069214,1137210.7631731196,61287617988.81394,1363048127209.342,1424335745198.156,5.198966402153237,3719.9999999999995
63,145954.7429315255,1157733.0979730852,60638097426.023094,1411085309169.4229,1471723406595.4458,5.13381120666132,3780.0000000000005
64,142564.27817872437,1177547.4501370338,61670491851.06168,1459064985072.9207,1520735476923.9824,5.067495304309145,3839.9999999999995
65,148131.80670676305,1197771.4979293996,75842344180.94284,1522618230027.2136,1598460574208.1562,4.181785081468862,3900.0
66,159323.9630086934,1222013.9598683147,106297844834.15726,1610399380482.0312,1716697225316.1887,3.1409594312863867,3960.000000000001
67,66187.59403003962,1238752.2818689381,97810611019.14192,1705411119400.2827,1803221730419.4248,2.131334956770859,4020.0000000000005
68,67198.98905868457,1253143.6731073647,105497969293.05507,1747192596654.6223,1852690565947.6775,2.1076722351188906,4080.0
69,62922.51772427425,1279361.5645212547,113977539706.37976,1831480855156.9087,1945458394863.2886,2.084738137453665,4140.0
70,52995.809904925256,1293246.1817655745,121342321889.04573,1883001421280.392,2004343743169.4377,2.062260867049509,4200.0
71,40850.56365153477,1311859.965561149,128148520588.84592,1946031457401.7837,2074179977990.6296,2.039587684186059,4260.0
72,23569.875301966993,1333197.4231751314,112730115741.96103,2018392756831.5298,2131122872573.491,2.01398533007335,4319.999999999999
73,-291421.59107816406,820905.9937266763,84926543753.34375,673886650536.9375,758813194290.2812,1.0,4380.0
